Rank,Player,Age,Tm,First,Pts Won,Pts Max,Share,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48,AWARD_TYPE,SEASON,DWS,DBPM,DRtg,VOTE_POINTS
6,Tracy McGrady,21,ORL,0,64,1240,0.052,77,40.1,26.8,7.5,4.6,1.5,1.5,0.457,0.355,0.733,12.2,0.189,MVP,2000-01,,,,64
7,Karl Malone,37,UTA,0,21,1240,0.017,81,35.7,23.2,8.3,4.5,1.1,0.8,0.498,0.4,0.793,13.1,0.217,MVP,2000-01,,,,21
8,Jason Kidd,27,PHO,0,18,1240,0.015,77,39.8,16.9,6.4,9.8,2.2,0.3,0.411,0.297,0.814,9.6,0.15,MVP,2000-01,,,,18
9,Kobe Bryant,22,LAL,0,11,1240,0.009,68,40.9,28.5,5.9,5.0,1.7,0.6,0.464,0.305,0.853,11.3,0.196,MVP,2000-01,,,,11
1,Mike Miller,20,ORL,75,75,124,0.605,82,29.1,11.9,4.0,1.7,0.6,0.2,0.436,0.407,0.711,5.3,0.106,ROTY,2000-01,,,,75
2,Kenyon Martin,23,NJN,36,36,124,0.29,68,33.4,12.0,7.4,1.9,1.1,1.7,0.445,0.091,0.63,2.1,0.044,ROTY,2000-01,,,,36
3,Marc Jackson,26,GSW,7,7,124,0.056,48,29.4,13.2,7.5,1.2,0.7,0.6,0.467,0.217,0.802,2.6,0.089,ROTY,2000-01,,,,7
4T,Darius Miles,19,LAC,3,3,124,0.024,81,26.3,9.4,5.9,1.2,0.6,1.5,0.505,0.053,0.521,3.0,0.068,ROTY,2000-01,,,,3
4T,Morris Peterson,23,TOR,3,3,124,0.024,80,22.6,9.3,3.2,1.3,0.8,0.3,0.431,0.382,0.717,3.6,0.096,ROTY,2000-01,,,,3
1,Corliss Williamson,28,DET,56,56,125,0.448,78,21.8,13.6,4.1,1.2,0.6,0.3,0.51,0.2,0.805,5.1,0.144,6MOY,2001-02,,,,56
2,Bobby Jackson,28,SAC,30,30,125,0.24,81,21.6,11.1,3.1,2.0,0.9,0.1,0.443,0.361,0.81,5.4,0.148,6MOY,2001-02,,,,30
3,Quentin Richardson,21,LAC,20,20,125,0.16,81,26.6,13.3,4.1,1.6,1.0,0.3,0.432,0.381,0.765,5.6,0.125,6MOY,2001-02,,,,20
4,Malik Rose,27,SAS,8,8,125,0.064,82,21.0,9.4,6.0,0.7,0.9,0.5,0.463,0.083,0.72,4.4,0.123,6MOY,2001-02,,,,8
5T,Desmond Mason,24,SEA,3,3,125,0.024,75,32.3,12.4,4.7,1.4,0.9,0.4,0.464,0.271,0.848,4.7,0.093,6MOY,2001-02,,,,3
5T,Troy Hudson,25,ORL,3,3,125,0.024,81,22.9,11.7,1.8,3.1,0.7,0.1,0.434,0.353,0.876,2.5,0.064,6MOY,2001-02,,,,3
7,Hedo Türkoğlu,22,SAC,2,2,125,0.016,80,24.6,10.1,4.5,2.0,0.7,0.4,0.422,0.368,0.726,5.2,0.127,6MOY,2001-02,,,,2
8T,Jacque Vaughn,26,ATL,1,1,125,0.008,82,22.6,6.6,2.0,4.3,0.8,0.0,0.47,0.444,0.825,3.5,0.091,6MOY,2001-02,,,,1
8T,Ricky Davis,22,CLE,1,1,125,0.008,82,23.8,11.7,3.0,2.2,0.8,0.3,0.481,0.314,0.79,2.8,0.068,6MOY,2001-02,,,,1
8T,Robert Horry,31,LAL,1,1,125,0.008,81,26.4,6.8,5.9,2.9,1.0,1.1,0.398,0.374,0.783,6.9,0.154,6MOY,2001-02,,,,1
1,Ben Wallace,27,DET,116,116,120,0.967,80,36.5,7.6,13.0,1.4,1.7,3.5,0.531,0.0,0.423,11.6,0.19,DPOY,2001-02,7.2,3.3,93.0,116
2,Kevin Garnett,25,MIN,2,2,120,0.017,81,39.2,21.2,12.1,5.2,1.2,1.6,0.47,0.319,0.801,12.8,0.194,DPOY,2001-02,4.9,1.8,101.0,2
3T,Dikembe Mutombo,35,PHI,1,1,120,0.008,80,36.3,11.5,10.8,1.0,0.4,2.4,0.501,,0.764,9.6,0.158,DPOY,2001-02,5.5,1.2,98.0,1
3T,Kobe Bryant,23,LAL,1,1,120,0.008,80,38.3,25.2,5.5,5.5,1.5,0.4,0.469,0.25,0.829,12.7,0.199,DPOY,2001-02,3.8,0.3,103.0,1
1,Jermaine O'Neal,23,IND,52,52,126,0.413,72,37.6,19.0,10.5,1.6,0.6,2.3,0.479,0.071,0.688,6.4,0.113,MIP,2001-02,,,,52
12T,Desmond Mason,24,SEA,2,2,126,0.016,75,32.3,12.4,4.7,1.4,0.9,0.4,0.464,0.271,0.848,4.7,0.093,MIP,2001-02,,,,2
12T,Gary Payton,33,SEA,2,2,126,0.016,82,40.3,22.1,4.8,9.0,1.6,0.3,0.467,0.314,0.797,12.6,0.183,MIP,2001-02,,,,2
12T,Hedo Türkoğlu,22,SAC,2,2,126,0.016,80,24.6,10.1,4.5,2.0,0.7,0.4,0.422,0.368,0.726,5.2,0.127,MIP,2001-02,,,,2
12T,Kenny Thomas,24,HOU,2,2,126,0.016,72,34.5,14.1,7.2,1.9,1.2,0.9,0.478,0.0,0.664,4.4,0.085,MIP,2001-02,,,,2
16T,Bobby Jackson,28,SAC,1,1,126,0.008,81,21.6,11.1,3.1,2.0,0.9,0.1,0.443,0.361,0.81,5.4,0.148,MIP,2001-02,,,,1
16T,Jason Terry,24,ATL,1,1,126,0.008,78,38.0,19.3,3.5,5.7,1.8,0.2,0.43,0.387,0.835,8.6,0.139,MIP,2001-02,,,,1
16T,Lee Nailon,26,CHH,1,1,126,0.008,79,24.2,10.8,3.7,1.2,0.7,0.2,0.483,0.5,0.747,3.5,0.087,MIP,2001-02,,,,1
16T,Ricky Davis,22,CLE,1,1,126,0.008,82,23.8,11.7,3.0,2.2,0.8,0.3,0.481,0.314,0.79,2.8,0.068,MIP,2001-02,,,,1
16T,Todd MacCulloch,26,NJN,1,1,126,0.008,62,24.2,9.7,6.1,1.3,0.4,1.4,0.531,,0.671,5.6,0.179,MIP,2001-02,,,,1
16T,Wesley Person,30,CLE,1,1,126,0.008,78,35.8,15.1,3.8,2.2,1.0,0.5,0.495,0.444,0.798,6.9,0.119,MIP,2001-02,,,,1
2,Ben Wallace,27,DET,16,16,126,0.127,80,36.5,7.6,13.0,1.4,1.7,3.5,0.531,0.0,0.423,11.6,0.19,MIP,2001-02,,,,16
3,Steve Nash,27,DAL,9,9,126,0.071,82,34.6,17.9,3.1,7.7,0.6,0.0,0.483,0.455,0.887,9.9,0.167,MIP,2001-02,,,,9
4,Jerry Stackhouse,27,DET,7,7,126,0.056,76,35.3,21.4,4.1,5.3,1.0,0.5,0.397,0.287,0.858,5.8,0.104,MIP,2001-02,,,,7
5,Brent Barry,30,SEA,6,6,126,0.048,81,37.5,14.4,5.4,5.3,1.8,0.5,0.508,0.424,0.846,12.1,0.191,MIP,2001-02,,,,6
6,Wally Szczerbiak,24,MIN,5,5,126,0.04,82,38.0,18.7,4.8,3.1,0.8,0.3,0.508,0.455,0.831,8.7,0.134,MIP,2001-02,,,,5
7T,Michael Olowokandi,26,LAC,4,4,126,0.032,80,32.1,11.1,8.9,1.1,0.7,1.8,0.433,,0.622,1.6,0.029,MIP,2001-02,,,,4
7T,Troy Hudson,25,ORL,4,4,126,0.032,81,22.9,11.7,1.8,3.1,0.7,0.1,0.434,0.353,0.876,2.5,0.064,MIP,2001-02,,,,4
9T,Andre Miller,25,CLE,3,3,126,0.024,81,37.3,16.5,4.7,10.9,1.6,0.4,0.454,0.253,0.817,10.3,0.163,MIP,2001-02,,,,3
9T,Kenyon Martin,24,NJN,3,3,126,0.024,73,34.3,14.9,5.3,2.6,1.2,1.7,0.463,0.224,0.678,4.9,0.093,MIP,2001-02,,,,3
9T,Michael Redd,22,MIL,3,3,126,0.024,67,21.1,11.4,3.3,1.4,0.6,0.1,0.483,0.444,0.791,4.6,0.155,MIP,2001-02,,,,3
1,Tim Duncan,25,SAS,57,954,1260,0.757,82,40.6,25.5,12.7,3.7,0.7,2.5,0.508,0.1,0.799,17.8,0.257,MVP,2001-02,,,,954
10,Ben Wallace,27,DET,0,24,1260,0.019,80,36.5,7.6,13.0,1.4,1.7,3.5,0.531,0.0,0.423,11.6,0.19,MVP,2001-02,,,,24
11,Paul Pierce,24,BOS,0,22,1260,0.017,82,40.3,26.1,6.9,3.2,1.9,1.0,0.442,0.404,0.809,12.9,0.187,MVP,2001-02,,,,22
12,Kevin Garnett,25,MIN,0,17,1260,0.013,81,39.2,21.2,12.1,5.2,1.2,1.6,0.47,0.319,0.801,12.8,0.194,MVP,2001-02,,,,17
13,Michael Jordan,38,WAS,0,16,1260,0.013,60,34.9,22.9,5.7,5.2,1.4,0.4,0.416,0.189,0.79,3.3,0.075,MVP,2001-02,,,,16
14,Steve Nash,27,DAL,0,5,1260,0.004,82,34.6,17.9,3.1,7.7,0.6,0.0,0.483,0.455,0.887,9.9,0.167,MVP,2001-02,,,,5
15,Jerry Stackhouse,27,DET,0,3,1260,0.002,76,35.3,21.4,4.1,5.3,1.0,0.5,0.397,0.287,0.858,5.8,0.104,MVP,2001-02,,,,3
16T,Elton Brand,22,LAC,0,1,1260,0.001,80,37.8,18.2,11.6,2.4,1.0,2.0,0.527,,0.742,13.6,0.216,MVP,2001-02,,,,1
16T,Mike Bibby,23,SAC,0,1,1260,0.001,80,33.2,13.7,2.8,5.0,1.1,0.2,0.453,0.37,0.803,6.3,0.113,MVP,2001-02,,,,1
16T,Peja Stojaković,24,SAC,0,1,1260,0.001,71,37.3,21.2,5.3,2.5,1.1,0.2,0.484,0.416,0.876,9.9,0.179,MVP,2001-02,,,,1
2,Jason Kidd,28,NJN,45,897,1260,0.712,82,37.3,14.7,7.3,9.9,2.1,0.2,0.391,0.321,0.814,8.9,0.14,MVP,2001-02,,,,897
3,Shaquille O'Neal,29,LAL,15,696,1260,0.552,67,36.1,27.2,10.7,3.0,0.6,2.0,0.579,0.0,0.555,13.2,0.262,MVP,2001-02,,,,696
4,Tracy McGrady,22,ORL,7,390,1260,0.31,76,38.3,25.6,7.9,5.3,1.6,1.0,0.451,0.364,0.748,11.5,0.189,MVP,2001-02,,,,390
5,Kobe Bryant,23,LAL,1,98,1260,0.078,80,38.3,25.2,5.5,5.5,1.5,0.4,0.469,0.25,0.829,12.7,0.199,MVP,2001-02,,,,98
6,Gary Payton,33,SEA,1,54,1260,0.043,82,40.3,22.1,4.8,9.0,1.6,0.3,0.467,0.314,0.797,12.6,0.183,MVP,2001-02,,,,54
7,Chris Webber,28,SAC,0,37,1260,0.029,54,38.4,24.5,10.1,4.8,1.7,1.4,0.495,0.263,0.749,8.6,0.2,MVP,2001-02,,,,37
8,Dirk Nowitzki,23,DAL,0,31,1260,0.025,76,38.0,23.4,9.9,2.4,1.1,1.0,0.477,0.397,0.853,13.4,0.222,MVP,2001-02,,,,31
9,Allen Iverson,26,PHI,0,29,1260,0.023,60,43.7,31.4,4.5,5.5,2.8,0.2,0.398,0.291,0.812,6.9,0.126,MVP,2001-02,,,,29
1,Pau Gasol,21,MEM,117,117,126,0.929,82,36.7,17.6,8.9,2.7,0.5,2.1,0.518,0.2,0.709,7.6,0.121,ROTY,2001-02,,,,117
2,Richard Jefferson,21,NJN,3,3,126,0.024,79,24.3,9.4,3.7,1.8,0.8,0.6,0.457,0.232,0.713,4.7,0.117,ROTY,2001-02,,,,3
3T,Andrei Kirilenko,20,UTA,2,2,126,0.016,82,26.2,10.7,4.9,1.1,1.4,1.9,0.45,0.25,0.768,7.3,0.164,ROTY,2001-02,,,,2
3T,Jamaal Tinsley,23,IND,2,2,126,0.016,80,30.5,9.4,3.7,8.1,1.7,0.5,0.38,0.24,0.704,1.7,0.033,ROTY,2001-02,,,,2
3T,Jason Richardson,21,GSW,2,2,126,0.016,80,32.9,14.4,4.3,3.0,1.3,0.4,0.426,0.333,0.671,2.9,0.052,ROTY,2001-02,,,,2
1,Bobby Jackson,29,SAC,52,362,590,0.614,59,28.4,15.2,3.7,3.1,1.2,0.1,0.464,0.379,0.846,5.5,0.157,6MOY,2002-03,,,,362
10,Toni Kukoč,34,MIL,0,3,590,0.005,63,27.0,11.6,4.2,3.7,1.3,0.5,0.432,0.361,0.706,4.0,0.112,6MOY,2002-03,,,,3
11T,Joe Johnson,21,PHO,0,1,590,0.002,82,27.5,9.8,3.2,2.6,0.8,0.2,0.397,0.366,0.774,2.8,0.06,6MOY,2002-03,,,,1
11T,Keon Clark,27,SAC,0,1,590,0.002,80,22.3,6.7,5.6,1.0,0.5,1.9,0.501,0.0,0.656,4.7,0.127,6MOY,2002-03,,,,1
11T,Lucious Harris,32,NJN,0,1,590,0.002,77,25.6,10.3,3.0,2.0,0.7,0.1,0.413,0.346,0.804,4.7,0.114,6MOY,2002-03,,,,1
2,Michael Redd,23,MIL,33,257,590,0.436,82,28.2,15.1,4.5,1.4,1.2,0.2,0.469,0.438,0.805,8.0,0.167,6MOY,2002-03,,,,257
3,Andrei Kirilenko,21,UTA,10,127,590,0.215,80,27.7,12.0,5.3,1.7,1.5,2.2,0.491,0.325,0.8,9.2,0.199,6MOY,2002-03,,,,127
4,Nick Van Exel,31,DAL,8,115,590,0.195,73,27.8,12.5,2.8,4.3,0.6,0.1,0.412,0.378,0.764,4.0,0.094,6MOY,2002-03,,,,115
5,Corliss Williamson,29,DET,5,87,590,0.147,82,25.1,12.0,4.4,1.3,0.5,0.3,0.453,0.182,0.79,4.9,0.115,6MOY,2002-03,,,,87
6,Malik Rose,28,SAS,6,57,590,0.097,79,24.5,10.4,6.4,1.6,0.7,0.5,0.459,0.4,0.791,5.2,0.13,6MOY,2002-03,,,,57
7,Earl Boykins,26,GSW,4,42,590,0.071,68,19.4,8.8,1.3,3.3,0.6,0.1,0.429,0.377,0.865,3.5,0.127,6MOY,2002-03,,,,42
8,Al Harrington,22,IND,0,7,590,0.012,82,30.1,12.2,6.2,1.5,0.9,0.4,0.434,0.283,0.77,3.9,0.075,6MOY,2002-03,,,,7
9,Jon Barry,33,DET,0,4,590,0.007,80,18.4,6.9,2.3,2.6,0.8,0.2,0.45,0.407,0.86,5.6,0.183,6MOY,2002-03,,,,4
1,Ben Wallace,28,DET,100,531,585,0.908,73,39.4,6.9,15.4,1.6,1.4,3.2,0.481,0.167,0.45,10.6,0.176,DPOY,2002-03,7.9,3.5,90.0,531
10,Eric Snow,29,PHI,0,6,585,0.01,82,37.9,12.9,3.7,6.6,1.6,0.1,0.452,0.219,0.858,8.4,0.13,DPOY,2002-03,2.7,0.3,105.0,6
11,Gary Payton,34,TOT,0,5,585,0.009,80,40.1,20.4,4.2,8.3,1.7,0.3,0.454,0.297,0.71,9.1,0.136,DPOY,2002-03,2.1,-0.6,107.0,5
12,Kenyon Martin,25,NJN,0,4,585,0.007,77,34.1,16.7,8.3,2.4,1.3,0.9,0.47,0.209,0.653,7.1,0.129,DPOY,2002-03,5.3,1.2,96.0,4
13T,Adonal Foyle,27,GSW,0,3,585,0.005,82,21.8,5.4,6.0,0.5,0.5,2.5,0.536,0.0,0.673,4.0,0.106,DPOY,2002-03,1.7,1.7,104.0,3
13T,Shaquille O'Neal,30,LAL,0,3,585,0.005,67,37.8,27.5,11.1,3.1,0.6,2.4,0.574,,0.622,13.2,0.25,DPOY,2002-03,3.0,0.1,102.0,3
13T,Shawn Marion,24,PHO,0,3,585,0.005,81,41.6,21.2,9.5,2.4,2.3,1.2,0.452,0.387,0.851,13.0,0.186,DPOY,2002-03,5.8,1.7,98.0,3
2,Metta World Peace,23,IND,2,122,585,0.209,69,33.6,15.5,5.2,2.9,2.3,0.7,0.428,0.336,0.736,7.2,0.15,DPOY,2002-03,4.1,2.3,98.0,122
3,Kevin Garnett,26,MIN,8,121,585,0.207,82,40.5,23.0,13.4,6.0,1.4,1.6,0.502,0.282,0.751,15.6,0.225,DPOY,2002-03,5.8,2.4,98.0,121
4,Tim Duncan,26,SAS,2,90,585,0.154,81,39.3,23.3,12.9,3.9,0.7,2.9,0.513,0.273,0.71,16.5,0.248,DPOY,2002-03,6.9,2.5,94.0,90
5,Doug Christie,32,SAC,5,85,585,0.145,80,33.9,9.4,4.3,4.7,2.3,0.5,0.479,0.395,0.81,8.9,0.157,DPOY,2002-03,4.7,3.2,98.0,85
6,Allen Iverson,27,PHI,0,29,585,0.05,82,42.5,27.6,4.2,5.5,2.7,0.2,0.414,0.277,0.774,9.2,0.127,DPOY,2002-03,4.2,0.2,102.0,29
7,Bruce Bowen,31,SAS,0,20,585,0.034,82,31.3,7.1,2.9,1.4,0.8,0.5,0.466,0.441,0.404,5.1,0.096,DPOY,2002-03,2.7,1.0,103.0,20
8,Kobe Bryant,24,LAL,0,16,585,0.027,82,41.5,30.0,6.9,5.9,2.2,0.8,0.451,0.383,0.843,14.9,0.21,DPOY,2002-03,4.0,0.7,103.0,16
9,Theo Ratliff,29,ATL,0,15,585,0.026,81,31.1,8.7,7.5,0.9,0.7,3.2,0.464,,0.72,4.0,0.077,DPOY,2002-03,3.4,1.8,101.0,15
1,Gilbert Arenas,21,GSW,41,288,590,0.488,82,35.0,18.3,4.7,6.3,1.5,0.2,0.431,0.348,0.791,6.5,0.109,MIP,2002-03,,,,288
10,Corey Maggette,23,LAC,0,12,590,0.02,64,31.3,16.8,5.0,1.9,0.9,0.3,0.444,0.35,0.802,5.0,0.119,MIP,2002-03,,,,12
11,Bobby Jackson,29,SAC,0,11,590,0.019,59,28.4,15.2,3.7,3.1,1.2,0.1,0.464,0.379,0.846,5.5,0.157,MIP,2002-03,,,,11
12,Michael Redd,23,MIL,1,9,590,0.015,82,28.2,15.1,4.5,1.4,1.2,0.2,0.469,0.438,0.805,8.0,0.167,MIP,2002-03,,,,9
13,Metta World Peace,23,IND,1,7,590,0.012,69,33.6,15.5,5.2,2.9,2.3,0.7,0.428,0.336,0.736,7.2,0.15,MIP,2002-03,,,,7
14T,Andrei Kirilenko,21,UTA,1,5,590,0.008,80,27.7,12.0,5.3,1.7,1.5,2.2,0.491,0.325,0.8,9.2,0.199,MIP,2002-03,,,,5
14T,Dirk Nowitzki,24,DAL,1,5,590,0.008,80,39.0,25.1,9.9,3.0,1.4,1.0,0.463,0.379,0.881,16.1,0.249,MIP,2002-03,,,,5
14T,Jermaine O'Neal,24,IND,1,5,590,0.008,77,37.2,20.8,10.3,2.0,0.9,2.3,0.484,0.333,0.731,10.5,0.177,MIP,2002-03,,,,5
